"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1830419209907736897","Mon Sep 02 01:35:21 +0000 2024","0","Bakal Pasangan Calon Gubernur dan Wakil Gubernur DKI Dharma Pongrekun dan Kun Wardana melakukan kajian terkait dengan desain ulang penataan kota Jakarta secara bertahap. Jadi mari dikaji ulang. Namanya redesain tata kota nanti pelan-pelan dan masih banyak hal lagi kata https://t.co/wvmv3FvJ8e","1830419209907736897","https://pbs.twimg.com/media/GWb0kE2bsAA4l8T.jpg","","in","Pulo Gadung, Indonesia","2","1","0","https://x.com/tvOneNews/status/1830419209907736897","55507370","tvOneNews"
"1830410471239016516","Mon Sep 02 01:00:38 +0000 2024","2","Bakal Paslon Dharma-Kun Kaji Soal Desain Ulang Tata Kota Jakarta Secara Bertahap: Bakal Pasangan Calon Gubernur dan Wakil Gubernur DKI Dharma Pongrekun dan Kun Wardana melakukan kajian terkait dengan desain ulang penataan kota Jakarta secara bertahap. https://t.co/iSVPSXuYOr https://t.co/nHoMm9aGNZ","1830410471239016516","https://pbs.twimg.com/media/GWbsn9sa4AAqz_H.jpg","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1830410471239016516","55507370","tvOneNews"
"1830409444410409000","Mon Sep 02 00:56:33 +0000 2024","3","Dharma Pongrekun Minta Relawan Bergerak Sendiri: Kami Independen Tak Punya Uang Besar https://t.co/qAT8Q86rH6 #KLYNews","1830409444410409000","","","in","Jakarta","0","1","0","https://x.com/liputan6dotcom/status/1830409444410409000","47596019","liputan6dotcom"
"1830409353679294493","Mon Sep 02 00:56:11 +0000 2024","0","Tak Dibiayai APBN Dharma Pongrekun Dorong Para Relawan Bergerak Sendiri https://t.co/z9TVrWHyHr","1830409353679294493","","","in","Indonesia","0","0","0","https://x.com/BeritaTerkinii/status/1830409353679294493","998688530","BeritaTerkinii"
"1830407458176766387","Mon Sep 02 00:48:40 +0000 2024","1","Dharma Pongrekun Janjikan Akses Gratis untuk The Jakmania di JIS Rano Karno: Gak Mungkin! via @kedaipenacom https://t.co/oPQIVXxHNo","1830407458176766387","","","in","Indonesia","0","0","0","https://x.com/KedaiPenaCom/status/1830407458176766387","793719410275983361","KedaiPenaCom"
"1830406964192612519","Mon Sep 02 00:46:42 +0000 2024","0","Tak Dibiayai APBN Dharma Pongrekun Dorong Para Relawan Bergerak Sendiri https://t.co/n0tA2YJpsw https://t.co/1V7SNQR41x","1830406964192612519","https://pbs.twimg.com/media/GWbpbxDXsAAmLeM.jpg","","in","","0","0","0","https://x.com/Rahmat_Hidayant/status/1830406964192612519","2426238356","Rahmat_Hidayant"
"1830401122022088876","Mon Sep 02 00:23:29 +0000 2024","14","Pilkada kan ada Independen Dharma Pongrekun gak punya elektabliltas aja mengusahakan maju nyalon.","1830401122022088876","","","in","land of Paradox","0","2","7","https://x.com/Jominangg/status/1830401122022088876","394579467","Jominangg"
"1830400439441133841","Mon Sep 02 00:20:46 +0000 2024","3","Dharma Pongrekun &amp; Kun Wardana keduanya mengandung kata 'Kun'. 'Kun' itu 'Kun Fayakun' yang artinya 'jadilah maka terjadilah'. Berdasarkan tafsiran yang saya karang sendiri beliau sesungguhnya sudah menjadi Gubernur yang kita lihat hanya prosesnya saja. _ #JakartaSkizo","1830400439441133841","","","in","Republik Akal Sehat","0","0","0","https://x.com/RockyGerungPD/status/1830400439441133841","4418415558","RockyGerungPD"
"1830160469656813990","Mon Sep 02 00:20:32 +0000 2024","2","@kemgelapan Dharma Pongrekun &amp; Kun Wardana keduanya mengandung kata 'Kun'. 'Kun' itu 'Kun Fayakun' yang artinya 'jadilah maka terjadilah'. Berdasarkan tafsiran yang saya karang sendiri beliau sesungguhnya sudah menjadi Gubernur yang kita lihat hanya prosesnya saja. _ #JakartaSkizo","1830400380523712705","","kemgelapan","in","Republik Akal Sehat","0","0","0","https://x.com/RockyGerungPD/status/1830400380523712705","4418415558","RockyGerungPD"
"1830396011728216516","Mon Sep 02 00:03:10 +0000 2024","0","Tidak Punya Anggaran Besar Dharma Pongrekun Minta Relawan Bergerak Sukarela https://t.co/7oRuIXkLyZ","1830396011728216516","","","in","Jakarta, Indonesia","0","0","0","https://x.com/Bisniscom/status/1830396011728216516","118646322","Bisniscom"
"1829666373137580259","Sun Sep 01 23:02:34 +0000 2024","0","@AbdulRachimmks Pecundang bangetmasa kalah sm om Dharma Pongrekun yg brani maju independen padahal blm kliatan prestasinya lah ini udh smpe dibilang imam Mahdi tp mentalnya pecundang ga ada yg dukung tp nyalah²in yg dukung &amp; pake playing victim segala cengeng","1830380758269386894","","AbdulRachimmks","in","Vlaak bij de Buitenzorg","0","0","0","https://x.com/mmarleyt/status/1830380758269386894","171505851","mmarleyt"
"1830375842243031415","Sun Sep 01 22:43:02 +0000 2024","165","Inilah yang dimaksud Dharma Pongrekun dengan Selamatkan keluarga kita @Nicho_Silalahi https://t.co/lQk5B9rV2b","1830375842243031415","https://pbs.twimg.com/media/GWbNHzNbYAA6zaU.jpg","","in","","2","10","71","https://x.com/pureblood_4ever/status/1830375842243031415","1518715635618152449","pureblood_4ever"
"1830371074598670682","Sun Sep 01 22:24:05 +0000 2024","437","Ide Dharma Pongrekun Atasi Macet hingga Banjir Jakarta: Redesain Tata Kota https://t.co/iKeY97gcbp","1830371074598670682","","","in","Jakarta","206","55","70","https://x.com/ntvnewsid/status/1830371074598670682","1758030653344657408","ntvnewsid"
"1830327087401767201","Sun Sep 01 19:29:18 +0000 2024","1","Daripada ngebela Anies atau Ahok mending kita ikut mencetuskan gerakan politik baru bersama Dharma Pongrekun Dia siap untuk membela rakyat dengan menentang hegemoni dari elit lokal dan elit global!","1830327087401767201","","","in","his excellency / yang mulia","0","0","0","https://x.com/tamerlane9470/status/1830327087401767201","546025427","tamerlane9470"
"1830325785573392413","Sun Sep 01 19:24:07 +0000 2024","0","Dharma Pongrekun Klaim Sudah Banyak Orang yang Menawarkan Diri Jadi Timsesnya di Pilkada Jakarta https://t.co/OibBHW2FdL Berita Betulan","1830325785573392413","","","in","belahan perairan bumi","0","0","0","https://x.com/KapalPerang/status/1830325785573392413","1324552584","KapalPerang"
"1830323831560610095","Sun Sep 01 19:16:21 +0000 2024","0","Dharma Pongrekun Klaim Sudah Banyak Orang yang Menawarkan Diri Jadi Timsesnya di Pilkada Jakarta https://t.co/n6nzyWtUW1","1830323831560610095","","","in","Indon","0","0","0","https://x.com/rachell_za/status/1830323831560610095","2356034352","rachell_za"
"1830320723258118554","Sun Sep 01 19:04:00 +0000 2024","0","Minta Relawan Bergerak Sendiri di Pilkada Jakarta Dharma Pongrekun: Kami Bukan Partai Ingat Ya. https://t.co/VTSDj1kvPZ","1830320723258118554","","","in","Bogor, Indonesia","0","0","0","https://x.com/MediaVoi/status/1830320723258118554","1578222594","MediaVoi"
"1830305362085572893","Sun Sep 01 18:02:58 +0000 2024","0","Sama hal nya dengan isu pencatutan nik KTP bung dharma pongrekun padahal itu buat melemahkan elektabilitas beliau.","1830305362085572893","","","in","","0","1","0","https://x.com/jh95209/status/1830305362085572893","1707598612782579712","jh95209"
"1830305166307869113","Sun Sep 01 18:02:11 +0000 2024","2","Dharma Pongrekun Persilakan Relawan Bergerak Sendiri untuk Kampanye di Pilkada Jakarta 2024: Bakal calon Gubernur Jakarta jalur Independen Dharma Pongrekun menyebut pola kampanye yang dilakukannya berbeda dengan calon yang diusung partai politik. https://t.co/E7oVjTWd41 https://t.co/3OXJMJHQI3","1830305166307869113","https://pbs.twimg.com/media/GWaM2ZnaEAAmmC4.jpg","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1830305166307869113","55507370","tvOneNews"
"1830305141653647602","Sun Sep 01 18:02:05 +0000 2024","0","Pengakuan Dharma Pongrekun Lalui Satu per Satu Tes Kesehatan Selama 11 Jam di RSUD Tarakan: Pasangan Independen Dharma Pongrekun-Kun Wardana telah menjalani tes kesehatan di Rumah Sakit Umum Daerah (RSUD) Tarakan Jakarta Pusat Minggu (1/9/2024). https://t.co/LhRFg536CB https://t.co/uFtJ84FkYI","1830305141653647602","https://pbs.twimg.com/media/GWaM07BWUAESa_u.jpg","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1830305141653647602","55507370","tvOneNews"
"1830220385490526534","Sun Sep 01 17:26:32 +0000 2024","0","@matchiatochese @tanyarlfes ga ah aku pendukung dharma pongrekun","1830296191776768256","","matchiatochese","in","San Francisco, CA","0","0","0","https://x.com/economicsboy_/status/1830296191776768256","883289669407920129","economicsboy_"
"1830116228742193310","Sun Sep 01 17:26:24 +0000 2024","0","@elanghitam_dkj Masa si yaman yg katanya imam Mahdi kalah sm im Dharma Pongrekun https://t.co/XwSDW6ja0S","1830296160093028803","https://pbs.twimg.com/media/GWaEqHbbsAA0MMg.jpg","elanghitam_dkj","in","Vlaak bij de Buitenzorg","0","0","0","https://x.com/mmarleyt/status/1830296160093028803","171505851","mmarleyt"
"1830231961392095493","Sun Sep 01 13:11:18 +0000 2024","0","Dharma Pongrekun Janjikan Jakarta Aman Jika Jadi Gubernur https://t.co/xfDCk8zTKG","1830231961392095493","","","in","","0","0","0","https://x.com/IDNTimes/status/1830231961392095493","388190238","IDNTimes"
"1830230197930778748","Sun Sep 01 13:04:17 +0000 2024","0","Rebutan Suara Fans Persija di Pilgub Jakarta: Janji Ridwan Kamil Pramono Anung dan Dharma Pongrekun https://t.co/eXzcOubfPZ https://t.co/ikKnTyyGB3","1830230197930778748","https://pbs.twimg.com/media/GWZIqp3XkAEBCRf.jpg","","in","South Sulawesi","0","0","0","https://x.com/cCanks/status/1830230197930778748","83969270","cCanks"
"1830228209302213013","Sun Sep 01 12:56:23 +0000 2024","0","Selesai Jalani Tes Kesehatan Dharma Pongrekun: Bisa Kami Lalui Satu per Satu https://t.co/IYM07nFCZe","1830228209302213013","","","in","Kalimantan Barat, Indonesia","0","0","0","https://x.com/lewispoolilies/status/1830228209302213013","731672915394101249","lewispoolilies"
"1830222716332622007","Sun Sep 01 12:34:34 +0000 2024","0","Selesai Jalani Tes Kesehatan Dharma Pongrekun: Bisa Kami Lalui Satu per Satu https://t.co/ghCmboCwHP #TempoNasional","1830222716332622007","","","in","Indonesia","0","1","0","https://x.com/tempodotco/status/1830222716332622007","18129942","tempodotco"
"1830222219840274566","Sun Sep 01 12:32:35 +0000 2024","4","Wacana Dharma Pongrekun Gratiskan JIS untuk The Jakmania Si Doel: Nggak Mungkin https://t.co/MyALwT1rPB","1830222219840274566","","","in","Indonesia","0","0","1","https://x.com/BeritakanID_com/status/1830222219840274566","1512483442600341505","BeritakanID_com"
"1830210177058193706","Sun Sep 01 11:44:44 +0000 2024","2","Wacana Dharma Pongrekun Gratiskan JIS untuk The Jakmania Si Doel: Nggak Mungkin https://t.co/b82PQson1m","1830210177058193706","","","in","Indonesia","0","4","1","https://x.com/geloraco/status/1830210177058193706","3319260420","geloraco"
"1830191716584079389","Sun Sep 01 11:25:20 +0000 2024","14","@kemgelapan setiap orang memiliki medan quantum jika cumulative dari banyak orang memikirkan hal yang baik bersamaan maka medan quantum akan merubah masa depan;merealisasikan pikiran bersama menjadi kenyataan. bersama beresonansi Dharma Pongrekun Cagub DKI 2024 ","1830205294238183864","","kemgelapan","in","","1","0","1","https://x.com/Contrastxbt/status/1830205294238183864","1711577000484511744","Contrastxbt"
"1830160469656813990","Sun Sep 01 11:22:21 +0000 2024","0","@kemgelapan semoga Tuhan selalu memberkati dan membantu Ev. Dharma Pongrekun dalam melawan sistem dan oligarki di negeri ini. saatnya anak Tuhan memimpin ","1830204544292462620","","kemgelapan","in","أهل الكتاب","0","2","0","https://x.com/Studio24Jam/status/1830204544292462620","421570507","Studio24Jam"
"1830192101398888453","Sun Sep 01 11:22:05 +0000 2024","2","@paipiapaipia semoga Tuhan selalu memberkati dan membantu Ev. Dharma Pongrekun dalam melawan sistem dan oligarki di negeri ini. saatnya anak Tuhan memimpin ","1830204477011558841","","paipiapaipia","in","أهل الكتاب","0","0","1","https://x.com/Studio24Jam/status/1830204477011558841","421570507","Studio24Jam"
"1830201183979626706","Sun Sep 01 11:09:00 +0000 2024","1","Dharma Pongrekun Wacanakan Gratiskan JIS Si Doel: Nggak Mungkin https://t.co/7ARTj3Mp1o","1830201183979626706","","","in","Jakarta","0","0","0","https://x.com/jawapos/status/1830201183979626706","2392460208","jawapos"
"1830120520064680112","Sun Sep 01 10:39:46 +0000 2024","0","@UmarSyadatHsb__ Kompetitornya di Pilkada DKJ adalah Pramono Anung&amp;Dharma pongrekun secara rekam jejak di pemerintahan daerah RK lebih unggul. Apalagi pasangannya Ir. Suswono mantan menteri yg berhasil bikin Indonesia swasembada beras. Kalau buat keluarga besar saya di JKT lebih baik pilih RK.","1830193827375956220","","UmarSyadatHsb__","in","Depok, Jawa Barat","0","1","0","https://x.com/SetyoWind/status/1830193827375956220","1700343302992891904","SetyoWind"
"1830008399377183067","Sun Sep 01 10:29:50 +0000 2024","0","@BarisanPemudaRI Kalian bodoh kalau coblos semua yg menang pasti tetap suara terbanyak Kalau kalian di jakarta pilih aja dharma pongrekun dia jalur indenpenden tidak akan jadi petugas partai koalisi partai akan malu kalau sampai dia menang","1830191327805427928","","BarisanPemudaRI","in","Denpasar Barat, Indonesia","0","0","0","https://x.com/BagusKoriawan/status/1830191327805427928","2274720697","BagusKoriawan"
"1830182018082074657","Sun Sep 01 09:52:50 +0000 2024","0","baru ngeh dharma pongrekun org kristen krn dia pakenya Goliat instead of .... i forgot his name in arabic","1830182018082074657","","","in","thank you","0","2","0","https://x.com/akukangenprei/status/1830182018082074657","700929373","akukangenprei"
"1830160154714915267","Sun Sep 01 09:31:36 +0000 2024","1","@geloraco Jngn golput..keenakan penguasa. Coblos Dharma Pongrekun ( Dr. Siti Fadilah Supari/mantan Menkes sbg jurkamnya InsyaAllah amanah ). Drpd milih calon yg diusung partai2 dzolim.","1830176673545011244","","geloraco","in","","0","0","0","https://x.com/NickLatief/status/1830176673545011244","1754174267829497856","NickLatief"
"1830131502669316522","Sun Sep 01 09:26:23 +0000 2024","0","@ainunnajib @ridwankamil @pramonoanung Dharma pongrekun lah emang pada mau jiwa masyarakat jakarta ga selamat? Saya si mending selamat","1830175360505508188","","ainunnajib","in","","0","0","0","https://x.com/boteksss/status/1830175360505508188","1098837477979115522","boteksss"
"1830161756041425102","Sun Sep 01 08:32:20 +0000 2024","0","Usai melakukan rangkaian pemeriksaan kesehatan dan ishoma RSUD Tarakan akan melanjutkan pemeriksaan fisik dan pemeriksaan penunjang lainnya bagi pasangan bakal Calon Gubernur dan bakal Calon Wakil Gubernur Jakarta Dharma Pongrekun dan Kun Wardana Minggu (1/9) siang. Hel https://t.co/KhkbGLwB9f","1830161756041425102","https://pbs.twimg.com/media/GWYKaD_bQAAM3gi.jpg","","in","","0","0","0","https://x.com/RadioElshinta/status/1830161756041425102","121640063","RadioElshinta"
