conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment
1.83E+18,Sun Sep 01 22:10:51 +0000 2024,0, Klo emng Ahok gk suka dng Anies ya jngan jg si Pram Rano Karno mnta Ahok untuk jd Timses nya ya si Ahok aja yg diangkat jd ketua timses nya,1.83E+18,,geloraco,in,Indonesia,0,0,0,https://x.com/lennilenni549/status/1830367745248231666,1.60E+18,lennilenni549,
1.83E+18,Sun Sep 01 22:01:09 +0000 2024,0,Bertemu Bamus Betawi Rano Karno Ingin Jadikan Jakarta Kota Kebudayaan https://t.co/NBA9dNJID9,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/mynewsindo/status/1830365304980967663,1497617587,mynewsindo,
1.83E+18,Sun Sep 01 22:01:06 +0000 2024,0,Blak-blakan! Rano Karno Ungkap Isi Pembicaraan dengan Megawati Jelang Daftar Pilgub Jakarta https://t.co/NOc5yOGKjb,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/mynewsindo/status/1830365292662235344,1497617587,mynewsindo,
1.83E+18,Sun Sep 01 21:52:42 +0000 2024,0,Bertemu Bamus Betawi Rano Karno Ingin Jadikan Jakarta Kota Kebudayaan https://t.co/mRYnhZHeAE https://t.co/X8pNIyf03H,1.83E+18,https://pbs.twimg.com/media/GWbBm8NbsAAZrza.jpg,,in,Indonesia,0,0,0,https://x.com/OfficialMNCNews/status/1830363176019615876,990590666,OfficialMNCNews,
1.83E+18,Sun Sep 01 21:52:39 +0000 2024,0,Blak-blakan! Rano Karno Ungkap Isi Pembicaraan dengan Megawati Jelang Daftar Pilgub Jakarta https://t.co/jW71RHYT2G https://t.co/jehHviOCl3,1.83E+18,https://pbs.twimg.com/media/GWbBmM1bgAA9sHm.jpg,,in,Indonesia,0,0,0,https://x.com/OfficialMNCNews/status/1830363162694000987,990590666,OfficialMNCNews,
1.83E+18,Sun Sep 01 21:49:37 +0000 2024,0,Mega Titip Salam ke Prabowo Rano Karno Teringat Duet 'Mega-Pro' Pilpres 2009 - detikNews https://t.co/aqE9WGmInj,1.83E+18,,,in,,0,0,0,https://x.com/papaajahatt/status/1830362402288029872,8.98E+17,papaajahatt,
1.83E+18,Sun Sep 01 21:29:04 +0000 2024,2,Bertemu Bamus Betawi Rano Karno Ingin Jadikan Jakarta Kota Kebudayaan https://t.co/jsShhvqz5S,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/okezonenews/status/1830357229330948210,47274731,okezonenews,
1.83E+18,Sun Sep 01 21:23:43 +0000 2024,0,@hansssolo Politikus PDIP Akui Anies Jadi Timses Pramono Anung-Rano Karno https://t.co/uXwXBkg8O7,1.83E+18,,hansssolo,in,,0,0,0,https://x.com/KangSarjono1/status/1830355883353915685,2230871244,KangSarjono1,
1.83E+18,Sun Sep 01 21:23:33 +0000 2024,0,@UusRsd Politikus PDIP Akui Anies Jadi Timses Pramono Anung-Rano Karno https://t.co/uXwXBkg8O7,1.83E+18,,UusRsd,in,,1,2,1,https://x.com/KangSarjono1/status/1830355840987205852,2230871244,KangSarjono1,
1.83E+18,Sun Sep 01 12:31:27 +0000 2024,49,Bakal calon wakil gubernur Jakarta Rano Karno mengungkapkan rencananya untuk membenahi permukiman kumuh di Jakarta. Rano menegaskan membenahi permukiman kumuh bukan berarti menggusur warga dari tempat tinggalnya. Dia mengatakan akan membangun rumah susun bagi masyarakat yang https://t.co/CwiAyA2KWR,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1830221864570134528/pu/img/FHhAYCrPXIbbxZS4.jpg,,in,lokalisasi kelas teri,0,3,14,https://x.com/triwul82/status/1830221933830705369,2695463725,triwul82,
1.83E+18,Sun Sep 01 12:25:07 +0000 2024,0,Sebelum memutuskan mengusung Pramono-Rano Karno untuk Pilkada Jakarta PDI-P sempat mempertimbangkan Anies Baswedan. https://t.co/Ycmk9EmTFV #Polhuk #AdadiKompas,1.83E+18,,,in,"Palmerah, Jakarta",0,0,0,https://x.com/hariankompas/status/1830220341228269969,255866913,hariankompas,
1.83E+18,Sun Sep 01 12:25:07 +0000 2024,1,Sebelum memutuskan mengusung Pramono-Rano Karno untuk Pilkada Jakarta PDI-P sempat mempertimbangkan Anies Baswedan. https://t.co/N8LKSDk2Jw #Polhuk #AdadiKompas,1.83E+18,,,in,"Palmerah, Jakarta",0,0,0,https://x.com/KompasData/status/1830220339286364247,771030588,KompasData,
1.83E+18,Sun Sep 01 12:25:04 +0000 2024,0,@JhonSitorus_18 Konstelasi politik Jakarta mulai terbagi dengan jelas Pramono Anung - Rano Karno didukung oleh Ahok dan Anies Baswedan Megawati Partai penguasa 10 tahun Miduk dan kelompoknya Ridwan Kamil - Suswono didukung oleh PA 212 HTI FPI KIM Plus dan kelompoknya,1.83E+18,,JhonSitorus_18,in,,0,0,0,https://x.com/Baracuda2024/status/1830220327408054379,1.28E+18,Baracuda2024,
1.83E+18,Sun Sep 01 12:12:55 +0000 2024,0,Rano Karno Klaim Bawa Gagasan Realistis: Tak Usah Muluk-muluk Giant Sea Wall https://t.co/aZsCql53ON,1.83E+18,,,in,JKT-INA,0,0,0,https://x.com/20detik/status/1830217271576547514,598959076,20detik,
1.83E+18,Sun Sep 01 12:11:00 +0000 2024,1,Bacawagub Jakarta Rano Karno menanggapi soal titipan salam dari Megawati kepada Ketum Gerindra Prabowo Subianto saat acara Rapimnas Gerindra kemarin. Salam dua kursi menteri. Eh dua jari️ https://t.co/7VyeZyxZ6M,1.83E+18,,,in,,0,0,0,https://x.com/prikiti71422328/status/1830216786417225901,1.41E+18,prikiti71422328,
1.83E+18,Sun Sep 01 11:55:33 +0000 2024,1,Rano Karno Temui Seniman Betawi Ingin Prioritaskan Kebudayaan di Jakarta https://t.co/bZ86FyanZO,1.83E+18,,,in,"Jakarta, Indonesia",0,0,1,https://x.com/inewsdotid/status/1830212900067352591,9.44E+17,inewsdotid,
1.83E+18,Sun Sep 01 11:54:59 +0000 2024,0,Berhubung utang sangat banyak rasa ke Rano Karno sejak lama via karya2 sinema-nya maka diputuskan dukung Si Doel utk Jakarta-2,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/NephilaXmus/status/1830212757557555527,62764588,NephilaXmus,
1.83E+18,Sun Sep 01 11:50:58 +0000 2024,0,@JhonSitorus_18 Terlalu cpt anda mengambil kesimpulan kalau pak anies nendukung pramono anung dan rano karno,1.83E+18,,JhonSitorus_18,in,,0,0,0,https://x.com/toretto070574/status/1830211745266422171,1.73E+18,toretto070574,
1.83E+18,Sun Sep 01 11:50:50 +0000 2024,1,@JhonSitorus_18 Anies jd timses rano karno? Jangan ya dek yaaaa,1.83E+18,,JhonSitorus_18,in,,0,0,0,https://x.com/NurhayatiR87140/status/1830211710286020958,1.75E+18,NurhayatiR87140,
1.83E+18,Sun Sep 01 11:41:58 +0000 2024,0,@MafiaWasit Mumpung Rano Karno betawi asli daripada Ridwan kamil jelek²in jakarta eh sekarang mau nyagub,1.83E+18,,MafiaWasit,in,,0,0,0,https://x.com/stdAnfield63518/status/1830209479977390162,1.79E+18,stdAnfield63518,
1.83E+18,Sun Sep 01 11:31:44 +0000 2024,0,Si rano karno ini bukannya pernah terseret kasus korupsi di banten ya.,1.83E+18,,,in,,0,0,0,https://x.com/kikihadiyanti/status/1830206904095932881,81067647,kikihadiyanti,
1.83E+18,Sun Sep 01 11:30:00 +0000 2024,0,Dharma Kun Janjikan JIS Gratis Digunakan untuk Persija Rano Karno Tegas: Gak Mungkin! #Pilkada2024 #JIS #persija https://t.co/K9mrPYb2SA,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/Kilat_com/status/1830206469016342599,174631261,Kilat_com,
1.83E+18,Sun Sep 01 11:28:34 +0000 2024,0,@okezonenews @hansssolo Yang mau maju cagub pramono rano karno ealaa yg dielu elu kan warga jkt tetap abah anis....Anis memang magnet.,1.83E+18,,okezonenews,in,,0,0,0,https://x.com/reality151515/status/1830206109678022954,1.60E+18,reality151515,
1.83E+18,Sun Sep 01 11:14:59 +0000 2024,0,Jiah ndak malu apa PDIP mau suara pendukung Anies Baswedan&gt;pramono anung rano karno di jakarta.He kalau kau merasa bisa di jakarta pakai suaramu sendiri usaha sendiri jangan hobi mantaatin pak Anies yg kalian sering kerjain.Sorry ye kami semua pendukung anies tak sudi pdip! https://t.co/XBZtZ9gBhr,1.83E+18,https://pbs.twimg.com/media/GWYvpPVWUAErNiE.jpg,,in,Indonesia,0,0,0,https://x.com/anonimman137997/status/1830202688774308246,1.70E+18,anonimman137997,
1.83E+18,Sun Sep 01 11:14:42 +0000 2024,0,Pramono-Rano Karno Bertemu Anies Baswedan di CFD | Kabar Petang tvOne https://t.co/VnkGLMU2zm lewat @YouTube,1.83E+18,,,in,,0,0,0,https://x.com/Sugiyan17866402/status/1830202619358560566,1.35E+18,Sugiyan17866402,
1.83E+18,Sun Sep 01 11:12:19 +0000 2024,4,Pramono Anung-Rano Karno akan mendatangi semua mantan gubernur Jakarta. Sutiyoso akan dikunjungi pertama kali lalu dilanjutkan ke Ahok hingga Anies. https://t.co/ThHNjlDDuy,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/kompascom/status/1830202018805502060,23343960,kompascom,
1.83E+18,Sun Sep 01 11:09:09 +0000 2024,2,Rano Karno dan Keluarga Nyekar ke Makam Ayah dan Ibunya di Tanah Kusir Bawa Bunga Matahari https://t.co/wjWOOC1eBS,1.83E+18,,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/SINDOnews/status/1830201222504051130,231355136,SINDOnews,
1.83E+18,Sun Sep 01 11:08:28 +0000 2024,15,Bakal calon wakil gubernur Jakarta Rano Karno mengungkapkan rencananya untuk membenahi permukiman kumuh di Jakarta. | #RanoKarno https://t.co/3VrgkGUSwG,1.83E+18,https://pbs.twimg.com/media/GWYsLepWgAAQYZS.jpg,,in,Jakarta,1,5,10,https://x.com/kompascom/status/1830201049690571077,23343960,kompascom,
1.83E+18,Sun Sep 01 11:04:36 +0000 2024,1,Dapat Dukungan Bamus Betawi Rano Karno Prioritaskan Jakarta Jadi Kota Berkepribadian dalam Kebudayaan https://t.co/R5XXQzBIa5,1.83E+18,,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/SINDOnews/status/1830200078847402120,231355136,SINDOnews,
1.83E+18,Sun Sep 01 10:22:00 +0000 2024,567,Rano Karno ziarah ke Makam Mak Nyak dan Babe Sabeni di TPU Karet Bivak Rano mengatakan tak kuasa menahan tangis karena mengingat Babe Sabeni yang ingin sekali melihat Si Doel menjadi gubernur https://t.co/c169EWc6nb,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1830187825935032320/pu/img/vXvrWcnIariIoJ9X.jpg,,in,,6,70,76,https://x.com/BiLLRaY2019/status/1830189356637962460,1.16E+18,BiLLRaY2019,
1.83E+18,Sun Sep 01 10:20:31 +0000 2024,1,sesama RK (ridwan kamil) dan RK (rano karno) berebut hati warga kajarta siapa yg paling ampuh nih,1.83E+18,,,in,Tanah Legenda Para-Hyangan,0,1,0,https://x.com/eLganufa/status/1830188981956592057,341980931,eLganufa,
1.83E+18,Sun Sep 01 10:20:00 +0000 2024,1,BAKAL calon wakil gubrnur (bacawagub) Jakarta Rano Karno mengaku telah menyerahkan surat pengunduran diri sebagai anggota Komisi X DPR RI. https://t.co/YzWktVUDoC,1.83E+18,,,in,Jakarta - Indonesia,0,0,0,https://x.com/mediaindonesia/status/1830188851932848551,68930552,mediaindonesia,
1.83E+18,Sun Sep 01 10:19:05 +0000 2024,1,Bakal calon wakil gubernur Jakarta Rano Karno tidak menampik bahwa Anies Baswedan santer dikabarkan bakal masuk ke dalam tim pemenangannya bersama calon gubernur Jakarta Pramono Anung. Anies Baswedan disebut-sebut akan didapuk sebagai ketua tim pemenangan Pramono-Rano. https://t.co/V9Oe2l5STa,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1830174459644551168/pu/img/Ihdk9wQNaIUPeU0T.jpg,,in,"Pulo Gadung, Indonesia",0,2,0,https://x.com/tvOneNews/status/1830188620852183130,55507370,tvOneNews,
1.83E+18,Sun Sep 01 10:16:15 +0000 2024,0,@hailoenih @aniesbaswedan Lebih keren Mas Pram sm MS Rano Karno. KOsnya polos lebih alami. Annis sok sokN kaos bhs Inggris; We're the people. Kayak lagunya Michael Jackson ketika jacko menggalang dana kemNusiaan utk kelaparan di Ethiopia kal itu. Does that phrase mean Annis? Lol.,1.83E+18,,hailoenih,in,,0,7,0,https://x.com/Sudahono63/status/1830187909632442578,1.71E+18,Sudahono63,
1.83E+18,Sun Sep 01 10:15:21 +0000 2024,0,Rano Karno Mundur dari Anggota DPR Fokus Pilkada - https://t.co/EuC2sRVd6b https://t.co/JJzoGC94Y7,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/SeputarPemilu/status/1830187682397671453,592943323,SeputarPemilu,
1.83E+18,Sun Sep 01 10:15:17 +0000 2024,0,Mengenal Rano Karno Calon Wakil Gubernur Jakarta 2024 - Laman 2 dari 2 - https://t.co/wQX650vyRT https://t.co/OueVGUt8fH,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/presidenSBY/status/1830187667713376424,17426258,presidenSBY,
1.83E+18,Sun Sep 01 10:12:38 +0000 2024,0,Tanggapi Wacana JIS Digratiskan untuk Persija Rano Karno: Enggak Make Sense https://t.co/gwgLPsdrcm https://t.co/RFurlwdh9Y,1.83E+18,https://pbs.twimg.com/media/GWYhYKxbEAAUxen.jpg,,in,Jawa Barat-Indonesia,0,0,0,https://x.com/radio_fanber/status/1830186999787241765,430438134,radio_fanber,
1.83E+18,Sun Sep 01 10:12:38 +0000 2024,0,Tanggapi Wacana JIS Digratiskan untuk Persija Rano Karno: Enggak Make Sense https://t.co/8tp15TXUNj https://t.co/zNUsAmyL7x,1.83E+18,https://pbs.twimg.com/media/GWYhYHibQAAYuAm.jpg,,in,,0,0,0,https://x.com/syahrukhanKW/status/1830186998801608931,7.79E+17,syahrukhanKW,
1.83E+18,Sun Sep 01 10:12:28 +0000 2024,0,Maju Pilkada Jakarta Rano Karno Sudah Kirim Surat Pengunduran Diri sebagai Anggota DPR - https://t.co/McRpUAPa6g https://t.co/X6xo1xa1yK,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/SeputarPemilu/status/1830186958934667716,592943323,SeputarPemilu,
1.83E+18,Sun Sep 01 10:12:26 +0000 2024,0,Rano Karno Sempat Ingin Tolak Perintah Maju Pilkada Jakarta dan Siap Dipecat Megawati - https://t.co/McRpUAOCgI https://t.co/MuHUTxW1R1,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/SeputarPemilu/status/1830186947744014634,592943323,SeputarPemilu,
1.83E+18,Sun Sep 01 10:09:39 +0000 2024,13,Move2 @ridwankamil narik simpati orang Jakarta akan kalah dg orisinalitas Rano Karno. Lihat saja...,1.83E+18,,,in,Indonesia,1,3,0,https://x.com/NephilaXmus/status/1830186248532869314,62764588,NephilaXmus,
1.83E+18,Sun Sep 01 10:09:39 +0000 2024,0,Rano Karno Sebut Jalur Sepeda di Jakarta Terlalu Kecil: Kalau Memungkinkan Kami Perbesar https://t.co/QLcCkb5e1u https://t.co/AZFM6Nj2N3,1.83E+18,https://pbs.twimg.com/media/GWYgsYYbQAMTj4I.jpg,,in,Indonesia,0,0,0,https://x.com/Kabarhariini/status/1830186247836614959,266700270,Kabarhariini,
1.83E+18,Sun Sep 01 10:09:39 +0000 2024,0,Rano Karno Sebut Jalur Sepeda di Jakarta Terlalu Kecil: Kalau Memungkinkan Kami Perbesar https://t.co/XYg3lE4J8G https://t.co/jsPp4es8vZ,1.83E+18,https://pbs.twimg.com/media/GWYgsUObQAYBjXy.jpg,,in,Indonesia,0,0,0,https://x.com/ZNAnews/status/1830186246758343086,3062711760,ZNAnews,
1.83E+18,Sun Sep 01 10:09:13 +0000 2024,1,@UNurtjahjono @ekokuntadhi1 Hooh kayak pramono ama rano karno ngemis dukungan anies ,1.83E+18,,UNurtjahjono,in,,0,1,0,https://x.com/Kankuyami/status/1830186141301031417,1.70E+18,Kankuyami,
1.83E+18,Sun Sep 01 10:09:11 +0000 2024,0,Rano Karno Puji Anies Saat Bertemu di CFD Jakarta https://t.co/cHRTBA5ko0,1.83E+18,,,in,"Kalimantan Barat, Indonesia",0,0,0,https://x.com/lewispoolilies/status/1830186130672857164,7.32E+17,lewispoolilies,
1.83E+18,Sun Sep 01 10:01:36 +0000 2024,0,Rano Karno Sebut Gagasan Giant Sea Wall Ridwan Kamil Program Nasional https://t.co/64pVI7UBkr,1.83E+18,,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/SINDOnews/status/1830184222679802240,231355136,SINDOnews,
1.83E+18,Sun Sep 01 09:54:53 +0000 2024,0,@ProfOnline_id Pramono &amp; Rano Karno.aja mnta Anies untuk msk timses mereka jd gimana nih ..kacau deh PDIP..hrs nya mnta aja ke Ahok tuh sbg ketua timses nya Anies jngan dibwa2..blm tentu jg Abah mau jd timses nya,1.83E+18,,ProfOnline_id,in,Indonesia,0,0,0,https://x.com/lennilenni549/status/1830182533155471444,1.60E+18,lennilenni549,
1.83E+18,Sun Sep 01 09:54:44 +0000 2024,0,Pramono Anung-Rano Karno Usung Slogan 'Jakarta Menyala' Ini Artinya https://t.co/WGXUFZwcP7,1.83E+18,,,in,Jakarta Capital Region,0,0,0,https://x.com/cnbcindonesia/status/1830182492441362565,8.47E+17,cnbcindonesia,
1.83E+18,Sun Sep 01 09:53:47 +0000 2024,0,Sulitnya Akses JIS Masih Dikeluhkan Masyarakat Rano Karno: Insyaallah Bisa Dicarikan Jalan https://t.co/mTkw8f8VX2,1.83E+18,,,in,"Bogor, Indonesia",0,0,0,https://x.com/MediaVoi/status/1830182254917595488,1578222594,MediaVoi,
1.83E+18,Sun Sep 01 09:45:01 +0000 2024,0,Yg kesatu (Dharma-Kun) maunya GRATIS Yg kedua (Rano Karno maunya BAYAR . Klu saya Pilih yg GRATIS ..,1.83E+18,,,in,Indonesia,0,0,0,https://x.com/PungliTangkap/status/1830180050026533081,1.64E+18,PungliTangkap,
1.83E+18,Sun Sep 01 09:43:54 +0000 2024,0,BAKAL calon wakil gubernur (bacawagub) Rano Karno menilai saat ini pembangunan giant sea wall atau tanggul laut di Pantai Muara bukan menjadi program prioritas. https://t.co/QpoFuYxNnK,1.83E+18,,,in,Jakarta - Indonesia,0,2,0,https://x.com/mediaindonesia/status/1830179767087182202,68930552,mediaindonesia,
1.83E+18,Sun Sep 01 09:38:59 +0000 2024,2,Berikut daftar calon gubernur (cagub) dan calon wakil gubernur (cawagub) di Pilkada DKI Jakarta 2024. Simak infografis di atas ! #calongubernurdkijakara #ridwankamil #suswono #ranokarno #pramono #kunwardana #dharma #kpudki #pilkada2024 https://t.co/PGzwdOJk6U,1.83E+18,https://pbs.twimg.com/media/GWYZqLvbQAEDb-q.jpg,,in,Jakarta,0,0,0,https://x.com/AkuratJakarta/status/1830178531848130839,1.62E+18,AkuratJakarta,
1.83E+18,Sun Sep 01 09:33:42 +0000 2024,1,@Mdy_Asmara1701 Waktu itu rano karno bilang kalau anies bukan ke dpp tapi ke belakang gedung dpp buat ketemu dia. mana yang bener dah https://t.co/xCphaYM9hX,1.83E+18,,Mdy_Asmara1701,in,,0,1,0,https://x.com/desidedap/status/1830177201217818758,1.34E+18,desidedap,
1.83E+18,Sun Sep 01 09:32:06 +0000 2024,2,Pramono Anung-Rano Karno Bertemu Anies di Car Free Day Jakarta Bahas Apa? https://t.co/FlsyhKz5jY,1.83E+18,,,in,Jakarta,0,1,0,https://x.com/KATADATAcoid/status/1830176796937261132,552523769,KATADATAcoid,
1.83E+18,Sun Sep 01 09:30:36 +0000 2024,1,Rano Karno Sebut Jalur Sepeda di Jakarta Terlalu Kecil: Kalau Memungkinkan Kami Perbesar https://t.co/gIw5vR0f3o,1.83E+18,,,in,,0,1,0,https://x.com/VIVAcoid/status/1830176420599119980,41730943,VIVAcoid,
1.83E+18,Sun Sep 01 09:28:19 +0000 2024,0,Maju Cawagub Jakarta Rano Karno Mundur dari DPR https://t.co/GJxZqenbgO,1.83E+18,,,in,JKT-INA,0,0,0,https://x.com/20detik/status/1830175847078379869,598959076,20detik,
1.83E+18,Sun Sep 01 09:27:12 +0000 2024,0,Bertemu di CFD Rano Karno Puji Keberhasilan Anies Bangun Jakarta https://t.co/kPLrbQvPr2,1.83E+18,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/abadikinicom/status/1830175566588493885,1554019722,abadikinicom,
1.83E+18,Sun Sep 01 09:27:00 +0000 2024,0,Berziarah ke Makam Benyamin Sueb Rano Karno Ungkit Pernah Didoakan jadi Gubernur https://t.co/C9iwIt7irW,1.83E+18,,,in,Jakarta,0,0,0,https://x.com/jawapos/status/1830175514700759237,2392460208,jawapos,
1.83E+18,Sun Sep 01 09:25:26 +0000 2024,2,@aniesbaswedan anies pada akhirnya ada dukung pramono anung + rano karno.. pak anies tolong titip aspirasi ke mereka. buat komitmen kl perlu kontrak politik om. mereka siap eksekusi program sampean soal keresahan warga miskin kota.,1.83E+18,,aniesbaswedan,in,Jakarta Capital Region,0,5,0,https://x.com/ecilox/status/1830175120008364104,1.53E+18,ecilox,
1.83E+18,Sun Sep 01 09:24:04 +0000 2024,112,Rano Karno Sebut Jalur Sepeda di Jakarta Terlalu Kecil: Kalau Memungkinkan Kami Perbesar https://t.co/SoeCvyQnO0,1.83E+18,,,in,,10,61,19,https://x.com/VIVAcoid/status/1830174777002377729,41730943,VIVAcoid,
1.83E+18,Sun Sep 01 09:17:47 +0000 2024,0,@aniesbaswedan Ayo anak abah kita dukung pramono rano karno di jakarta. Abah aja pasti mendukung nihh,1.83E+18,,aniesbaswedan,in,,0,0,0,https://x.com/JuntakWowo52320/status/1830173194550198625,1.77E+18,JuntakWowo52320,
1.83E+18,Sun Sep 01 09:14:11 +0000 2024,1,@Kankuyami @ekokuntadhi1 Sepertinya pak anies lebih condong dukung promono-rano karno pak anies lebih dendam ke kim+ soalnya pak anies ga terlalu berharap di usung PDIP.,1.83E+18,,Kankuyami,in,,0,1,0,https://x.com/Alocasiaa/status/1830172288932856137,1.69E+18,Alocasiaa,
1.83E+18,Sun Sep 01 09:11:15 +0000 2024,1,Menyala Bang Doel@ranokarno_,1.83E+18,,,in,,0,0,1,https://x.com/FlaAgung/status/1830171549527429201,2683801656,FlaAgung,
1.83E+18,Sun Sep 01 09:03:15 +0000 2024,0,Ketemu di CFD Pramono-Rano Karno Puji Kinerja Anies Baswedan di Jakarta https://t.co/KsVICmXk9Y,1.83E+18,,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/SINDOnews/status/1830169539335897443,231355136,SINDOnews,
1.83E+18,Sun Sep 01 09:02:10 +0000 2024,0,@PakarINTELek Rano karno orang minang ,1.83E+18,,PakarINTELek,in,,0,0,0,https://x.com/IjoelSi/status/1830169266261475696,1.40E+18,IjoelSi,
1.83E+18,Sun Sep 01 09:01:42 +0000 2024,5,@AnKiiim_ Pramono-Rano Karno Puji Kinerja Anies Baswedan di Jakarta https://t.co/n98NwYK4CB,1.83E+18,,AnKiiim_,in,"Jakarta Pusat, DKI Jakarta",2,1,1,https://x.com/SINDOnews/status/1830169150020599816,231355136,SINDOnews,
1.83E+18,Sun Sep 01 09:01:33 +0000 2024,75,@aniesbaswedan Pramono-Rano Karno Puji Kinerja Anies Baswedan di Jakarta https://t.co/n98NwYK4CB,1.83E+18,,aniesbaswedan,in,"Jakarta Pusat, DKI Jakarta",1,6,11,https://x.com/SINDOnews/status/1830169111722410159,231355136,SINDOnews,
1.83E+18,Sun Sep 01 09:01:23 +0000 2024,4,@Dhyndha_ Pramono-Rano Karno Puji Kinerja Anies Baswedan di Jakarta https://t.co/n98NwYK4CB,1.83E+18,,Dhyndha_,in,"Jakarta Pusat, DKI Jakarta",0,1,0,https://x.com/SINDOnews/status/1830169066595893343,231355136,SINDOnews,
